point_idx,test_index,dominant_emotion_idx,dominant_emotion,is_top_emotion
770,1902,1,amusement,True
771,1905,17,love,True
772,1907,7,curiosity,True
773,1916,4,approval,True
774,1921,0,admiration,True
775,1922,0,admiration,True
776,1924,17,love,True
777,1926,15,gratitude,True
778,1927,4,approval,True
779,1929,15,gratitude,True
780,1936,0,admiration,True
781,1937,14,fear,False
782,1940,19,realization,False
783,1945,12,embarrassment,False
784,1947,4,approval,True
785,1948,18,optimism,False
786,1950,0,admiration,True
787,1953,7,curiosity,True
788,1954,20,remorse,False
789,1956,0,admiration,True
790,1957,0,admiration,True
791,1960,0,admiration,True
792,1961,8,desire,False
793,1964,4,approval,True
794,1965,1,amusement,True
795,1966,7,curiosity,True
796,1967,3,annoyance,True
797,1971,3,annoyance,True
798,1972,4,approval,True
799,1973,1,amusement,True
800,1977,11,disgust,False
801,1978,3,annoyance,True
802,1979,2,anger,True
803,1988,18,optimism,False
804,1991,2,anger,True
805,1992,0,admiration,True
806,1993,7,curiosity,True
807,1995,15,gratitude,True
808,1999,6,confusion,True
809,2003,0,admiration,True
810,2005,3,annoyance,True
811,2008,17,love,True
812,2009,17,love,True
813,2011,3,annoyance,True
814,2014,4,approval,True
815,2016,22,surprise,False
816,2018,13,excitement,False
817,2019,5,caring,False
818,2022,15,gratitude,True
819,2023,4,approval,True
820,2024,2,anger,True
821,2025,13,excitement,False
822,2028,2,anger,True
823,2031,9,disappointment,False
824,2034,19,realization,False
825,2042,13,excitement,False
826,2043,22,surprise,False
827,2044,2,anger,True
828,2045,19,realization,False
829,2053,3,annoyance,True
830,2057,11,disgust,False
831,2059,1,amusement,True
832,2066,11,disgust,False
833,2069,19,realization,False
834,2077,2,anger,True
835,2083,2,anger,True
836,2086,7,curiosity,True
837,2090,6,confusion,True
838,2093,15,gratitude,True
839,2095,4,approval,True
840,2097,3,annoyance,True
841,2098,15,gratitude,True
842,2104,2,anger,True
843,2107,9,disappointment,False
844,2111,15,gratitude,True
845,2114,0,admiration,True
846,2118,18,optimism,False
847,2119,2,anger,True
848,2121,15,gratitude,True
849,2123,0,admiration,True
850,2124,6,confusion,True
851,2126,10,disapproval,True
852,2127,6,confusion,True
853,2131,0,admiration,True
854,2132,1,amusement,True
855,2138,3,annoyance,True
856,2140,1,amusement,True
857,2144,2,anger,True
858,2149,5,caring,False
859,2153,7,curiosity,True
860,2154,17,love,True
861,2155,19,realization,False
862,2157,5,caring,False
863,2159,3,annoyance,True
864,2163,17,love,True
865,2164,10,disapproval,True
866,2166,5,caring,False
867,2167,4,approval,True
868,2168,13,excitement,False
869,2171,5,caring,False
870,2172,3,annoyance,True
871,2174,4,approval,True
872,2178,15,gratitude,True
873,2179,12,embarrassment,False
874,2181,15,gratitude,True
875,2183,7,curiosity,True
876,2189,10,disapproval,True
877,2195,0,admiration,True
878,2206,2,anger,True
879,2208,15,gratitude,True
880,2210,17,love,True
881,2212,7,curiosity,True
882,2213,7,curiosity,True
883,2215,15,gratitude,True
884,2216,22,surprise,False
885,2221,15,gratitude,True
886,2222,15,gratitude,True
887,2223,7,curiosity,True
888,2225,0,admiration,True
889,2226,4,approval,True
890,2227,5,caring,False
891,2228,7,curiosity,True
892,2230,4,approval,True
893,2236,0,admiration,True
894,2238,15,gratitude,True
895,2240,10,disapproval,True
896,2241,3,annoyance,True
897,2242,7,curiosity,True
898,2244,5,caring,False
899,2245,3,annoyance,True
900,2246,15,gratitude,True
901,2249,3,annoyance,True
902,2250,17,love,True
903,2251,0,admiration,True
904,2256,8,desire,False
905,2257,1,amusement,True
906,2259,15,gratitude,True
907,2260,3,annoyance,True
908,2266,9,disappointment,False
909,2268,3,annoyance,True
910,2270,7,curiosity,True
911,2272,4,approval,True
912,2276,9,disappointment,False
913,2279,0,admiration,True
914,2281,12,embarrassment,False
915,2282,10,disapproval,True
916,2285,6,confusion,True
917,2287,8,desire,False
918,2289,0,admiration,True
919,2292,18,optimism,False
920,2293,4,approval,True
921,2295,15,gratitude,True
922,2298,0,admiration,True
923,2299,1,amusement,True
924,2302,8,desire,False
925,2303,0,admiration,True
926,2304,4,approval,True
927,2307,13,excitement,False
928,2312,3,annoyance,True
929,2313,2,anger,True
930,2316,0,admiration,True
931,2318,0,admiration,True
932,2323,1,amusement,True
933,2325,11,disgust,False
934,2328,4,approval,True
935,2333,4,approval,True
936,2335,13,excitement,False
937,2338,4,approval,True
938,2339,2,anger,True
939,2340,2,anger,True
940,2344,14,fear,False
941,2346,0,admiration,True
942,2348,3,annoyance,True
943,2350,20,remorse,False
944,2353,4,approval,True
945,2354,7,curiosity,True
946,2355,21,sadness,False
947,2357,0,admiration,True
948,2358,4,approval,True
949,2359,15,gratitude,True
950,2366,3,annoyance,True
951,2367,15,gratitude,True
952,2374,4,approval,True
953,2375,16,joy,False
954,2380,15,gratitude,True
955,2381,18,optimism,False
956,2383,10,disapproval,True
957,2384,0,admiration,True
958,2387,0,admiration,True
959,2390,4,approval,True
960,2398,4,approval,True
961,2399,17,love,True
962,2400,7,curiosity,True
963,2401,10,disapproval,True
964,2404,21,sadness,False
965,2405,11,disgust,False
966,2407,1,amusement,True
967,2408,18,optimism,False
968,2409,7,curiosity,True
969,2411,13,excitement,False
970,2412,2,anger,True
971,2413,2,anger,True
972,2416,13,excitement,False
973,2417,4,approval,True
974,2419,1,amusement,True
975,2421,6,confusion,True
976,2422,4,approval,True
977,2424,6,confusion,True
978,2425,1,amusement,True
979,2426,0,admiration,True
980,2429,2,anger,True
981,2430,15,gratitude,True
982,2431,3,annoyance,True
983,2436,19,realization,False
984,2437,1,amusement,True
985,2439,1,amusement,True
986,2440,15,gratitude,True
987,2441,7,curiosity,True
988,2451,2,anger,True
989,2452,5,caring,False
990,2456,3,annoyance,True
991,2461,0,admiration,True
992,2463,7,curiosity,True
993,2464,2,anger,True
994,2466,22,surprise,False
995,2473,1,amusement,True
996,2475,1,amusement,True
997,2478,16,joy,False
998,2481,7,curiosity,True
999,2486,0,admiration,True
1000,2487,3,annoyance,True
1001,2488,0,admiration,True
1002,2490,1,amusement,True
1003,2493,0,admiration,True
1004,2496,22,surprise,False
1005,2499,3,annoyance,True
1006,2500,0,admiration,True
1007,2501,4,approval,True
1008,2503,13,excitement,False
1009,2505,15,gratitude,True
1010,2506,11,disgust,False
1011,2509,6,confusion,True
1012,2510,6,confusion,True
1013,2513,7,curiosity,True
1014,2514,4,approval,True
1015,2516,1,amusement,True
1016,2525,3,annoyance,True
1017,2527,13,excitement,False
1018,2530,18,optimism,False
1019,2531,18,optimism,False
1020,2533,4,approval,True
1021,2534,3,annoyance,True
1022,2536,19,realization,False
1023,2541,8,desire,False
1024,2542,4,approval,True
1025,2543,18,optimism,False
1026,2547,19,realization,False
1027,2548,19,realization,False
1028,2554,20,remorse,False
1029,2567,1,amusement,True
1030,2570,15,gratitude,True
1031,2571,0,admiration,True
1032,2573,4,approval,True
1033,2574,16,joy,False
1034,2575,0,admiration,True
1035,2579,0,admiration,True
1036,2582,11,disgust,False
1037,2584,10,disapproval,True
1038,2585,2,anger,True
1039,2587,6,confusion,True
1040,2588,4,approval,True
1041,2591,15,gratitude,True
1042,2594,2,anger,True
1043,2596,8,desire,False
1044,2600,0,admiration,True
1045,2602,0,admiration,True
1046,2605,0,admiration,True
1047,2606,5,caring,False
1048,2610,4,approval,True
1049,2615,4,approval,True
1050,2619,22,surprise,False
1051,2620,3,annoyance,True
1052,2622,7,curiosity,True
1053,2623,0,admiration,True
1054,2624,15,gratitude,True
1055,2628,17,love,True
1056,2631,0,admiration,True
1057,2632,17,love,True
1058,2636,2,anger,True
1059,2637,2,anger,True
1060,2639,2,anger,True
1061,2645,10,disapproval,True
1062,2646,0,admiration,True
1063,2647,2,anger,True
1064,2654,20,remorse,False
1065,2656,7,curiosity,True
1066,2658,17,love,True
1067,2661,3,annoyance,True
1068,2662,6,confusion,True
1069,2663,4,approval,True
1070,2664,4,approval,True
1071,2665,15,gratitude,True
1072,2666,3,annoyance,True
1073,2667,0,admiration,True
1074,2670,3,annoyance,True
1075,2672,4,approval,True
1076,2673,4,approval,True
1077,2676,16,joy,False
1078,2682,19,realization,False
1079,2683,15,gratitude,True
1080,2685,16,joy,False
1081,2686,9,disappointment,False
1082,2688,22,surprise,False
1083,2689,9,disappointment,False
1084,2691,0,admiration,True
1085,2694,1,amusement,True
1086,2698,7,curiosity,True
1087,2699,10,disapproval,True
1088,2702,12,embarrassment,False
1089,2707,10,disapproval,True
1090,2712,2,anger,True
1091,2714,7,curiosity,True
1092,2715,17,love,True
1093,2717,8,desire,False
1094,2718,17,love,True
1095,2720,10,disapproval,True
1096,2721,8,desire,False
1097,2722,7,curiosity,True
1098,2726,7,curiosity,True
1099,2727,11,disgust,False
1100,2732,17,love,True
1101,2736,17,love,True
1102,2740,10,disapproval,True
1103,2741,18,optimism,False
1104,2748,0,admiration,True
1105,2750,19,realization,False
1106,2751,4,approval,True
1107,2752,15,gratitude,True
1108,2753,3,annoyance,True
1109,2754,7,curiosity,True
1110,2760,5,caring,False
1111,2761,7,curiosity,True
1112,2762,15,gratitude,True
1113,2763,19,realization,False
1114,2764,15,gratitude,True
1115,2765,2,anger,True
1116,2769,1,amusement,True
1117,2775,19,realization,False
1118,2778,4,approval,True
1119,2780,3,annoyance,True
1120,2781,14,fear,False
1121,2787,10,disapproval,True
1122,2788,0,admiration,True
1123,2789,10,disapproval,True
1124,2791,16,joy,False
1125,2798,9,disappointment,False
1126,2802,0,admiration,True
1127,2803,17,love,True
1128,2805,0,admiration,True
1129,2810,18,optimism,False
1130,2813,10,disapproval,True
1131,2819,16,joy,False
1132,2820,13,excitement,False
1133,2821,5,caring,False
1134,2822,10,disapproval,True
1135,2825,7,curiosity,True
1136,2827,9,disappointment,False
1137,2828,1,amusement,True
1138,2833,8,desire,False
1139,2834,14,fear,False
1140,2841,3,annoyance,True
1141,2847,17,love,True
1142,2852,8,desire,False
1143,2855,10,disapproval,True
1144,2857,10,disapproval,True
1145,2859,21,sadness,False
1146,2860,17,love,True
1147,2862,10,disapproval,True
1148,2864,4,approval,True
1149,2865,7,curiosity,True
1150,2867,0,admiration,True
1151,2868,9,disappointment,False
1152,2872,10,disapproval,True
1153,2873,16,joy,False
1154,2880,1,amusement,True
1155,2882,9,disappointment,False
1156,2884,17,love,True
1157,2889,14,fear,False
1158,2890,6,confusion,True
1159,2891,7,curiosity,True
1160,2895,1,amusement,True
1161,2897,1,amusement,True
1162,2898,2,anger,True
1163,2899,6,confusion,True
1164,2900,8,desire,False
1165,2903,4,approval,True
1166,2909,4,approval,True
1167,2910,10,disapproval,True
1168,2912,1,amusement,True
1169,2921,21,sadness,False
1170,2924,6,confusion,True
1171,2928,10,disapproval,True
1172,2929,20,remorse,False
1173,2932,1,amusement,True
1174,2934,18,optimism,False
1175,2936,0,admiration,True
1176,2942,19,realization,False
1177,2943,12,embarrassment,False
1178,2946,0,admiration,True
1179,2948,0,admiration,True
1180,2953,4,approval,True
1181,2954,7,curiosity,True
1182,2957,17,love,True
1183,2963,18,optimism,False
1184,2964,9,disappointment,False
1185,2966,13,excitement,False
1186,2969,3,annoyance,True
1187,2970,11,disgust,False
1188,2971,0,admiration,True
1189,2972,9,disappointment,False
1190,2974,1,amusement,True
1191,2979,7,curiosity,True
1192,2980,18,optimism,False
1193,2984,0,admiration,True
1194,2987,6,confusion,True
1195,2988,1,amusement,True
1196,2996,15,gratitude,True
1197,2997,9,disappointment,False
1198,2998,0,admiration,True
1199,3006,7,curiosity,True
1200,3007,4,approval,True
1201,3010,21,sadness,False
1202,3012,18,optimism,False
1203,3016,9,disappointment,False
1204,3021,19,realization,False
1205,3023,0,admiration,True
1206,3024,7,curiosity,True
1207,3025,7,curiosity,True
1208,3026,5,caring,False
1209,3028,21,sadness,False
1210,3032,4,approval,True
1211,3033,10,disapproval,True
1212,3036,17,love,True
1213,3038,17,love,True
1214,3039,4,approval,True
1215,3042,6,confusion,True
1216,3044,0,admiration,True
1217,3045,20,remorse,False
1218,3047,7,curiosity,True
1219,3048,10,disapproval,True
1220,3056,1,amusement,True
1221,3057,3,annoyance,True
1222,3064,6,confusion,True
1223,3070,8,desire,False
1224,3072,0,admiration,True
1225,3074,3,annoyance,True
1226,3075,6,confusion,True
1227,3077,3,annoyance,True
1228,3081,11,disgust,False
1229,3082,17,love,True
1230,3083,17,love,True
1231,3085,21,sadness,False
1232,3086,21,sadness,False
1233,3088,9,disappointment,False
1234,3095,4,approval,True
1235,3097,4,approval,True
1236,3100,1,amusement,True
1237,3103,0,admiration,True
1238,3105,18,optimism,False
1239,3107,14,fear,False
1240,3111,4,approval,True
1241,3114,14,fear,False
1242,3122,1,amusement,True
1243,3125,9,disappointment,False
1244,3126,17,love,True
1245,3130,16,joy,False
1246,3135,1,amusement,True
1247,3137,15,gratitude,True
1248,3138,11,disgust,False
1249,3140,8,desire,False
1250,3141,5,caring,False
1251,3145,15,gratitude,True
1252,3148,14,fear,False
1253,3150,4,approval,True
1254,3151,3,annoyance,True
1255,3153,10,disapproval,True
1256,3155,9,disappointment,False
1257,3161,19,realization,False
1258,3166,6,confusion,True
1259,3168,21,sadness,False
1260,3173,15,gratitude,True
1261,3177,6,confusion,True
1262,3178,7,curiosity,True
1263,3180,0,admiration,True
1264,3181,2,anger,True
1265,3182,15,gratitude,True
1266,3185,0,admiration,True
1267,3187,19,realization,False
1268,3190,5,caring,False
1269,3195,9,disappointment,False
1270,3206,4,approval,True
1271,3209,9,disappointment,False
1272,3211,21,sadness,False
1273,3213,10,disapproval,True
1274,3216,22,surprise,False
1275,3222,4,approval,True
1276,3223,5,caring,False
1277,3224,4,approval,True
1278,3225,0,admiration,True
1279,3227,0,admiration,True
1280,3228,7,curiosity,True
1281,3229,2,anger,True
1282,3230,3,annoyance,True
1283,3232,4,approval,True
1284,3235,21,sadness,False
1285,3237,0,admiration,True
1286,3239,0,admiration,True
1287,3245,12,embarrassment,False
1288,3251,3,annoyance,True
1289,3252,10,disapproval,True
1290,3253,4,approval,True
1291,3257,13,excitement,False
1292,3258,10,disapproval,True
1293,3260,1,amusement,True
1294,3262,4,approval,True
1295,3263,10,disapproval,True
1296,3264,9,disappointment,False
1297,3266,13,excitement,False
1298,3270,10,disapproval,True
1299,3271,0,admiration,True
1300,3276,19,realization,False
1301,3277,7,curiosity,True
1302,3278,4,approval,True
1303,3280,17,love,True
1304,3281,3,annoyance,True
1305,3293,16,joy,False
1306,3294,0,admiration,True
1307,3297,0,admiration,True
1308,3301,21,sadness,False
1309,3307,2,anger,True
1310,3308,11,disgust,False
1311,3309,18,optimism,False
1312,3310,2,anger,True
1313,3311,5,caring,False
1314,3315,13,excitement,False
1315,3317,2,anger,True
1316,3318,17,love,True
1317,3322,3,annoyance,True
1318,3324,0,admiration,True
1319,3328,22,surprise,False
1320,3330,3,annoyance,True
1321,3333,0,admiration,True
1322,3334,3,annoyance,True
1323,3335,0,admiration,True
1324,3336,1,amusement,True
1325,3337,10,disapproval,True
1326,3343,10,disapproval,True
1327,3344,0,admiration,True
1328,3350,10,disapproval,True
1329,3351,17,love,True
1330,3352,14,fear,False
1331,3359,7,curiosity,True
1332,3360,13,excitement,False
1333,3361,15,gratitude,True
1334,3362,3,annoyance,True
1335,3363,2,anger,True
1336,3365,7,curiosity,True
1337,3368,21,sadness,False
1338,3372,15,gratitude,True
1339,3375,10,disapproval,True
1340,3376,9,disappointment,False
1341,3382,15,gratitude,True
1342,3388,14,fear,False
1343,3391,11,disgust,False
1344,3392,7,curiosity,True
1345,3393,2,anger,True
1346,3396,10,disapproval,True
1347,3400,14,fear,False
1348,3401,1,amusement,True
1349,3402,9,disappointment,False
1350,3405,6,confusion,True
1351,3407,15,gratitude,True
1352,3408,14,fear,False
1353,3411,16,joy,False
1354,3412,1,amusement,True
1355,3414,2,anger,True
1356,3418,4,approval,True
1357,3424,2,anger,True
1358,3425,1,amusement,True
1359,3427,0,admiration,True
1360,3428,12,embarrassment,False
1361,3429,3,annoyance,True
1362,3431,16,joy,False
1363,3434,7,curiosity,True
1364,3435,4,approval,True
1365,3436,15,gratitude,True
1366,3437,1,amusement,True
1367,3439,7,curiosity,True
1368,3442,9,disappointment,False
1369,3443,0,admiration,True
1370,3447,0,admiration,True
1371,3449,0,admiration,True
1372,3451,22,surprise,False
1373,3453,3,annoyance,True
1374,3463,17,love,True
1375,3464,0,admiration,True
1376,3466,13,excitement,False
1377,3469,1,amusement,True
1378,3471,16,joy,False
1379,3472,15,gratitude,True
1380,3473,0,admiration,True
1381,3475,0,admiration,True
1382,3476,7,curiosity,True
1383,3480,0,admiration,True
1384,3481,7,curiosity,True
1385,3482,3,annoyance,True
1386,3484,18,optimism,False
1387,3487,0,admiration,True
1388,3491,2,anger,True
1389,3492,15,gratitude,True
1390,3493,18,optimism,False
1391,3503,4,approval,True
1392,3508,15,gratitude,True
1393,3513,8,desire,False
1394,3514,7,curiosity,True
1395,3520,3,annoyance,True
1396,3522,17,love,True
1397,3524,22,surprise,False
1398,3525,0,admiration,True
1399,3528,11,disgust,False
1400,3529,4,approval,True
1401,3530,21,sadness,False
1402,3531,8,desire,False
1403,3542,0,admiration,True
1404,3548,12,embarrassment,False
1405,3553,12,embarrassment,False
1406,3554,5,caring,False
1407,3557,21,sadness,False
1408,3558,9,disappointment,False
1409,3559,15,gratitude,True
1410,3562,4,approval,True
1411,3566,3,annoyance,True
1412,3567,16,joy,False
1413,3568,0,admiration,True
1414,3572,1,amusement,True
1415,3580,9,disappointment,False
1416,3581,0,admiration,True
1417,3582,5,caring,False
1418,3585,3,annoyance,True
1419,3586,4,approval,True
1420,3588,3,annoyance,True
1421,3592,7,curiosity,True
1422,3593,17,love,True
1423,3595,13,excitement,False
1424,3596,0,admiration,True
1425,3597,17,love,True
1426,3599,1,amusement,True
1427,3601,21,sadness,False
1428,3603,0,admiration,True
1429,3605,6,confusion,True
1430,3606,3,annoyance,True
1431,3607,0,admiration,True
1432,3611,15,gratitude,True
1433,3613,4,approval,True
1434,3615,21,sadness,False
1435,3616,3,annoyance,True
1436,3617,0,admiration,True
1437,3625,2,anger,True
1438,3626,17,love,True
1439,3628,6,confusion,True
1440,3641,0,admiration,True
1441,3643,21,sadness,False
1442,3644,1,amusement,True
1443,3646,5,caring,False
1444,3647,6,confusion,True
1445,3649,0,admiration,True
1446,3651,10,disapproval,True
1447,3654,7,curiosity,True
1448,3655,22,surprise,False
1449,3656,10,disapproval,True
1450,3657,10,disapproval,True
1451,3658,15,gratitude,True
1452,3661,2,anger,True
1453,3662,1,amusement,True
1454,3663,0,admiration,True
1455,3665,6,confusion,True
1456,3666,0,admiration,True
1457,3668,21,sadness,False
1458,3671,4,approval,True
1459,3677,6,confusion,True
1460,3682,0,admiration,True
1461,3683,7,curiosity,True
1462,3685,0,admiration,True
1463,3688,7,curiosity,True
1464,3691,4,approval,True
1465,3695,2,anger,True
1466,3700,13,excitement,False
1467,3701,0,admiration,True
1468,3706,3,annoyance,True
1469,3710,10,disapproval,True
1470,3717,0,admiration,True
1471,3718,4,approval,True
1472,3719,2,anger,True
1473,3722,0,admiration,True
1474,3728,21,sadness,False
1475,3729,0,admiration,True
1476,3730,19,realization,False
1477,3732,8,desire,False
1478,3733,0,admiration,True
1479,3736,21,sadness,False
1480,3737,8,desire,False
1481,3743,15,gratitude,True
1482,3744,9,disappointment,False
1483,3745,13,excitement,False
1484,3747,10,disapproval,True
1485,3748,18,optimism,False
1486,3762,13,excitement,False
1487,3765,8,desire,False
1488,3766,6,confusion,True
1489,3767,1,amusement,True
1490,3768,4,approval,True
1491,3769,17,love,True
1492,3771,19,realization,False
1493,3777,15,gratitude,True
1494,3779,9,disappointment,False
1495,3781,10,disapproval,True
1496,3782,7,curiosity,True
1497,3784,17,love,True
1498,3787,15,gratitude,True
1499,3788,4,approval,True
